dm32          sin^2(theta23)  DeltaChi2 
0.0023546     0.285           20.992 
0.0023546     0.295           18.043 
0.0023546     0.305           15.401 
0.0023546     0.315           13.049 
0.0023546     0.325           10.972 
0.0023546     0.335            9.152 
0.0023546     0.345            7.570 
0.0023546     0.355            6.208 
0.0023546     0.365            5.046 
0.0023546     0.375            4.066 
0.0023546     0.385            3.249 
0.0023546     0.395            2.574 
0.0023546     0.405            2.026 
0.0023546     0.415            1.585 
0.0023546     0.425            1.235 
0.0023546     0.435            0.962 
0.0023546     0.445            0.751 
0.0023546     0.455            0.591 
0.0023546     0.465            0.472 
0.0023546     0.475            0.383 
0.0023546     0.485            0.319 
0.0023546     0.495            0.276 
0.0023546     0.505            0.250 
0.0023546     0.515            0.241 
0.0023546     0.525            0.252 
0.0023546     0.535            0.286 
0.0023546     0.545            0.349 
0.0023546     0.555            0.449 
0.0023546     0.565            0.596 
0.0023546     0.575            0.801 
0.0023546     0.585            1.079 
0.0023546     0.595            1.444 
0.0023546     0.605            1.911 
0.0023546     0.615            2.499 
0.0023546     0.625            3.225 
0.0023546     0.635            4.108 
0.0023546     0.645            5.168 
0.0023546     0.655            6.423 
0.0023546     0.665            7.894 
0.0023546     0.675            9.600 
0.0023546     0.685           11.559 
0.0023546     0.695           13.789 
0.0023546     0.705           16.307 
0.0023546     0.715           19.131 
0.0023546     0.725           22.274 
0.0023546     0.735           25.750 
0.0023546     0.745           29.572 
0.0023906     0.245           36.258 
0.0023906     0.255           31.968 
0.0023906     0.265           28.033 
0.0023906     0.275           24.442 
0.0023906     0.285           21.185 
0.0023906     0.295           18.249 
0.0023906     0.305           15.620 
0.0023906     0.315           13.281 
0.0023906     0.325           11.217 
0.0023906     0.335            9.409 
0.0023906     0.345            7.840 
0.0023906     0.355            6.489 
0.0023906     0.365            5.339 
0.0023906     0.375            4.370 
0.0023906     0.385            3.562 
0.0023906     0.395            2.897 
0.0023906     0.405            2.356 
0.0023906     0.415            1.921 
0.0023906     0.425            1.578 
0.0023906     0.435            1.309 
0.0023906     0.445            1.101 
0.0023906     0.455            0.942 
0.0023906     0.465            0.822 
0.0023906     0.475            0.732 
0.0023906     0.485            0.665 
0.0023906     0.495            0.616 
0.0023906     0.505            0.584 
0.0023906     0.515            0.567 
0.0023906     0.525            0.568 
0.0023906     0.535            0.591 
0.0023906     0.545            0.640 
0.0023906     0.555            0.726 
0.0023906     0.565            0.857 
0.0023906     0.575            1.045 
0.0023906     0.585            1.304 
0.0023906     0.595            1.648 
0.0023906     0.605            2.095 
0.0023906     0.615            2.660 
0.0023906     0.625            3.364 
0.0023906     0.635            4.223 
0.0023906     0.645            5.258 
0.0023906     0.655            6.489 
0.0023906     0.665            7.934 
0.0023906     0.675            9.614 
0.0023906     0.685           11.547 
0.0023906     0.695           13.752 
0.0023906     0.705           16.245 
0.0023906     0.715           19.043 
0.0023906     0.725           22.162 
0.0023906     0.735           25.614 
0.0023906     0.745           29.412 
0.0024266     0.245           36.523 
0.0024266     0.255           32.246 
0.0024266     0.265           28.324 
0.0024266     0.275           24.747 
0.0024266     0.285           21.504 
0.0024266     0.295           18.582 
0.0024266     0.305           15.965 
0.0024266     0.315           13.640 
0.0024266     0.325           11.589 
0.0024266     0.335            9.794 
0.0024266     0.345            8.237 
0.0024266     0.355            6.898 
0.0024266     0.365            5.760 
0.0024266     0.375            4.800 
0.0024266     0.385            4.002 
0.0024266     0.395            3.345 
0.0024266     0.405            2.812 
0.0024266     0.415            2.384 
0.0024266     0.425            2.045 
0.0024266     0.435            1.780 
0.0024266     0.445            1.574 
0.0024266     0.455            1.417 
0.0024266     0.465            1.296 
0.0024266     0.475            1.203 
0.0024266     0.485            1.133 
0.0024266     0.495            1.079 
0.0024266     0.505            1.039 
0.0024266     0.515            1.014 
0.0024266     0.525            1.005 
0.0024266     0.535            1.016 
0.0024266     0.545            1.052 
0.0024266     0.555            1.123 
0.0024266     0.565            1.238 
0.0024266     0.575            1.409 
0.0024266     0.585            1.649 
0.0024266     0.595            1.973 
0.0024266     0.605            2.398 
0.0024266     0.615            2.942 
0.0024266     0.625            3.621 
0.0024266     0.635            4.457 
0.0024266     0.645            5.467 
0.0024266     0.655            6.672 
0.0024266     0.665            8.092 
0.0024266     0.675            9.745 
0.0024266     0.685           11.652 
0.0024266     0.695           13.830 
0.0024266     0.705           16.296 
0.0024266     0.715           19.068 
0.0024266     0.725           22.160 
0.0024266     0.735           25.587 
0.0024266     0.745           29.359 
0.0024626     0.245           36.901 
0.0024626     0.255           32.638 
0.0024626     0.265           28.730 
0.0024626     0.275           25.168 
0.0024626     0.285           21.939 
0.0024626     0.295           19.031 
0.0024626     0.305           16.429 
0.0024626     0.315           14.117 
0.0024626     0.325           12.079 
0.0024626     0.335           10.297 
0.0024626     0.345            8.752 
0.0024626     0.355            7.426 
0.0024626     0.365            6.297 
0.0024626     0.375            5.348 
0.0024626     0.385            4.559 
0.0024626     0.395            3.910 
0.0024626     0.405            3.384 
0.0024626     0.415            2.962 
0.0024626     0.425            2.627 
0.0024626     0.435            2.365 
0.0024626     0.445            2.162 
0.0024626     0.455            2.004 
0.0024626     0.465            1.882 
0.0024626     0.475            1.787 
0.0024626     0.485            1.713 
0.0024626     0.495            1.653 
0.0024626     0.505            1.607 
0.0024626     0.515            1.573 
0.0024626     0.525            1.553 
0.0024626     0.535            1.552 
0.0024626     0.545            1.575 
0.0024626     0.555            1.631 
0.0024626     0.565            1.730 
0.0024626     0.575            1.883 
0.0024626     0.585            2.104 
0.0024626     0.595            2.408 
0.0024626     0.605            2.812 
0.0024626     0.615            3.333 
0.0024626     0.625            3.989 
0.0024626     0.635            4.800 
0.0024626     0.645            5.785 
0.0024626     0.655            6.964 
0.0024626     0.665            8.358 
0.0024626     0.675            9.984 
0.0024626     0.685           11.864 
0.0024626     0.695           14.014 
0.0024626     0.705           16.453 
0.0024626     0.715           19.197 
0.0024626     0.725           22.262 
0.0024626     0.735           25.660 
0.0024626     0.745           29.406 
0.0024986     0.245           37.383 
0.0024986     0.255           33.136 
0.0024986     0.265           29.244 
0.0024986     0.275           25.697 
0.0024986     0.285           22.484 
0.0024986     0.295           19.591 
0.0024986     0.305           17.003 
0.0024986     0.315           14.706 
0.0024986     0.325           12.682 
0.0024986     0.335           10.913 
0.0024986     0.345            9.381 
0.0024986     0.355            8.066 
0.0024986     0.365            6.949 
0.0024986     0.375            6.009 
0.0024986     0.385            5.229 
0.0024986     0.395            4.588 
0.0024986     0.405            4.068 
0.0024986     0.415            3.651 
0.0024986     0.425            3.321 
0.0024986     0.435            3.062 
0.0024986     0.445            2.860 
0.0024986     0.455            2.703 
0.0024986     0.465            2.579 
0.0024986     0.475            2.481 
0.0024986     0.485            2.402 
0.0024986     0.495            2.337 
0.0024986     0.505            2.283 
0.0024986     0.515            2.240 
0.0024986     0.525            2.210 
0.0024986     0.535            2.196 
0.0024986     0.545            2.206 
0.0024986     0.555            2.247 
0.0024986     0.565            2.329 
0.0024986     0.575            2.465 
0.0024986     0.585            2.667 
0.0024986     0.595            2.950 
0.0024986     0.605            3.333 
0.0024986     0.615            3.831 
0.0024986     0.625            4.463 
0.0024986     0.635            5.250 
0.0024986     0.645            6.209 
0.0024986     0.655            7.362 
0.0024986     0.665            8.728 
0.0024986     0.675           10.327 
0.0024986     0.685           12.178 
0.0024986     0.695           14.300 
0.0024986     0.705           16.710 
0.0024986     0.715           19.425 
0.0024986     0.725           22.461 
0.0024986     0.735           25.830 
0.0024986     0.745           29.547 
0.0025346     0.245           37.964 
0.0025346     0.255           33.735 
0.0025346     0.265           29.861 
0.0025346     0.275           26.331 
0.0025346     0.285           23.135 
0.0025346     0.295           20.258 
0.0025346     0.305           17.687 
0.0025346     0.315           15.405 
0.0025346     0.325           13.396 
0.0025346     0.335           11.641 
0.0025346     0.345           10.121 
0.0025346     0.355            8.819 
0.0025346     0.365            7.713 
0.0025346     0.375            6.784 
0.0025346     0.385            6.012 
0.0025346     0.395            5.379 
0.0025346     0.405            4.866 
0.0025346     0.415            4.455 
0.0025346     0.425            4.129 
0.0025346     0.435            3.872 
0.0025346     0.445            3.672 
0.0025346     0.455            3.514 
0.0025346     0.465            3.389 
0.0025346     0.475            3.288 
0.0025346     0.485            3.205 
0.0025346     0.495            3.133 
0.0025346     0.505            3.071 
0.0025346     0.515            3.019 
0.0025346     0.525            2.978 
0.0025346     0.535            2.953 
0.0025346     0.545            2.949 
0.0025346     0.555            2.975 
0.0025346     0.565            3.040 
0.0025346     0.575            3.157 
0.0025346     0.585            3.340 
0.0025346     0.595            3.603 
0.0025346     0.605            3.963 
0.0025346     0.615            4.438 
0.0025346     0.625            5.046 
0.0025346     0.635            5.807 
0.0025346     0.645            6.740 
0.0025346     0.655            7.866 
0.0025346     0.665            9.204 
0.0025346     0.675           10.774 
0.0025346     0.685           12.596 
0.0025346     0.695           14.688 
0.0025346     0.705           17.067 
0.0025346     0.715           19.752 
0.0025346     0.725           22.756 
0.0025346     0.735           26.094 
0.0025346     0.745           29.780 
0.0025706     0.245           38.639 
0.0025706     0.255           34.431 
0.0025706     0.265           30.577 
0.0025706     0.275           27.067 
0.0025706     0.285           23.890 
0.0025706     0.295           21.031 
0.0025706     0.305           18.478 
0.0025706     0.315           16.213 
0.0025706     0.325           14.219 
0.0025706     0.335           12.480 
0.0025706     0.345           10.975 
0.0025706     0.355            9.685 
0.0025706     0.365            8.591 
0.0025706     0.375            7.673 
0.0025706     0.385            6.912 
0.0025706     0.395            6.288 
0.0025706     0.405            5.782 
0.0025706     0.415            5.376 
0.0025706     0.425            5.055 
0.0025706     0.435            4.801 
0.0025706     0.445            4.602 
0.0025706     0.455            4.445 
0.0025706     0.465            4.318 
0.0025706     0.475            4.214 
0.0025706     0.485            4.126 
0.0025706     0.495            4.048 
0.0025706     0.505            3.979 
0.0025706     0.515            3.917 
0.0025706     0.525            3.865 
0.0025706     0.535            3.827 
0.0025706     0.545            3.809 
0.0025706     0.555            3.819 
0.0025706     0.565            3.868 
0.0025706     0.575            3.966 
0.0025706     0.585            4.129 
0.0025706     0.595            4.370 
0.0025706     0.605            4.707 
0.0025706     0.615            5.158 
0.0025706     0.625            5.741 
0.0025706     0.635            6.475 
0.0025706     0.645            7.381 
0.0025706     0.655            8.478 
0.0025706     0.665            9.787 
0.0025706     0.675           11.326 
0.0025706     0.685           13.117 
0.0025706     0.695           15.177 
0.0025706     0.705           17.525 
0.0025706     0.715           20.176 
0.0025706     0.725           23.147 
0.0025706     0.735           26.452 
0.0025706     0.745           30.103 
0.0026066     0.245           39.405 
0.0026066     0.255           35.220 
0.0026066     0.265           31.389 
0.0026066     0.275           27.901 
0.0026066     0.285           24.745 
0.0026066     0.295           21.907 
0.0026066     0.305           19.373 
0.0026066     0.315           17.127 
0.0026066     0.325           15.152 
0.0026066     0.335           13.429 
0.0026066     0.345           11.940 
0.0026066     0.355           10.665 
0.0026066     0.365            9.584 
0.0026066     0.375            8.679 
0.0026066     0.385            7.928 
0.0026066     0.395            7.313 
0.0026066     0.405            6.815 
0.0026066     0.415            6.416 
0.0026066     0.425            6.100 
0.0026066     0.435            5.850 
0.0026066     0.445            5.653 
0.0026066     0.455            5.496 
0.0026066     0.465            5.369 
0.0026066     0.475            5.262 
0.0026066     0.485            5.169 
0.0026066     0.495            5.085 
0.0026066     0.505            5.008 
0.0026066     0.515            4.936 
0.0026066     0.525            4.873 
0.0026066     0.535            4.822 
0.0026066     0.545            4.790 
0.0026066     0.555            4.784 
0.0026066     0.565            4.814 
0.0026066     0.575            4.893 
0.0026066     0.585            5.035 
0.0026066     0.595            5.254 
0.0026066     0.605            5.568 
0.0026066     0.615            5.993 
0.0026066     0.625            6.549 
0.0026066     0.635            7.256 
0.0026066     0.645            8.132 
0.0026066     0.655            9.199 
0.0026066     0.665           10.476 
0.0026066     0.675           11.984 
0.0026066     0.685           13.741 
0.0026066     0.695           15.768 
0.0026066     0.705           18.080 
0.0026066     0.715           20.696 
0.0026066     0.725           23.632 
0.0026066     0.735           26.900 
0.0026066     0.745           30.515 
0.0026426     0.245           40.256 
0.0026426     0.255           36.097 
0.0026426     0.265           32.291 
0.0026426     0.275           28.828 
0.0026426     0.285           25.695 
0.0026426     0.295           22.880 
0.0026426     0.305           20.368 
0.0026426     0.315           18.143 
0.0026426     0.325           16.188 
0.0026426     0.335           14.483 
0.0026426     0.345           13.012 
0.0026426     0.355           11.753 
0.0026426     0.365           10.688 
0.0026426     0.375            9.795 
0.0026426     0.385            9.057 
0.0026426     0.395            8.453 
0.0026426     0.405            7.964 
0.0026426     0.415            7.573 
0.0026426     0.425            7.262 
0.0026426     0.435            7.016 
0.0026426     0.445            6.822 
0.0026426     0.455            6.666 
0.0026426     0.465            6.537 
0.0026426     0.475            6.428 
0.0026426     0.485            6.330 
0.0026426     0.495            6.240 
0.0026426     0.505            6.155 
0.0026426     0.515            6.074 
0.0026426     0.525            5.999 
0.0026426     0.535            5.935 
0.0026426     0.545            5.888 
0.0026426     0.555            5.865 
0.0026426     0.565            5.877 
0.0026426     0.575            5.936 
0.0026426     0.585            6.055 
0.0026426     0.595            6.251 
0.0026426     0.605            6.540 
0.0026426     0.615            6.939 
0.0026426     0.625            7.467 
0.0026426     0.635            8.144 
0.0026426     0.645            8.990 
0.0026426     0.655           10.025 
0.0026426     0.665           11.269 
0.0026426     0.675           12.742 
0.0026426     0.685           14.464 
0.0026426     0.695           16.454 
0.0026426     0.705           18.730 
0.0026426     0.715           21.308 
0.0026426     0.725           24.205 
0.0026426     0.735           27.434 
0.0026426     0.745           31.009 
0.0026786     0.245           41.186 
0.0026786     0.255           37.056 
0.0026786     0.265           33.277 
0.0026786     0.275           29.841 
0.0026786     0.285           26.735 
0.0026786     0.295           23.945 
0.0026786     0.305           21.457 
0.0026786     0.315           19.255 
0.0026786     0.325           17.321 
0.0026786     0.335           15.637 
0.0026786     0.345           14.184 
0.0026786     0.355           12.943 
0.0026786     0.365           11.894 
0.0026786     0.375           11.017 
0.0026786     0.385           10.291 
0.0026786     0.395            9.698 
0.0026786     0.405            9.219 
0.0026786     0.415            8.836 
0.0026786     0.425            8.532 
0.0026786     0.435            8.291 
0.0026786     0.445            8.100 
0.0026786     0.455            7.945 
0.0026786     0.465            7.816 
0.0026786     0.475            7.704 
0.0026786     0.485            7.602 
0.0026786     0.495            7.506 
0.0026786     0.505            7.412 
0.0026786     0.515            7.321 
0.0026786     0.525            7.235 
0.0026786     0.535            7.157 
0.0026786     0.545            7.094 
0.0026786     0.555            7.054 
0.0026786     0.565            7.046 
0.0026786     0.575            7.084 
0.0026786     0.585            7.182 
0.0026786     0.595            7.353 
0.0026786     0.605            7.615 
0.0026786     0.615            7.987 
0.0026786     0.625            8.486 
0.0026786     0.635            9.132 
0.0026786     0.645            9.946 
0.0026786     0.655           10.947 
0.0026786     0.665           12.156 
0.0026786     0.675           13.593 
0.0026786     0.685           15.278 
0.0026786     0.695           17.230 
0.0026786     0.705           19.466 
0.0026786     0.715           22.004 
0.0026786     0.725           24.860 
0.0026786     0.735           28.047 
0.0026786     0.745           31.580 
0.0027146     0.245           42.190 
0.0027146     0.255           38.091 
0.0027146     0.265           34.343 
0.0027146     0.275           30.936 
0.0027146     0.285           27.857 
0.0027146     0.295           25.095 
0.0027146     0.305           22.633 
0.0027146     0.315           20.455 
0.0027146     0.325           18.544 
0.0027146     0.335           16.882 
0.0027146     0.345           15.449 
0.0027146     0.355           14.227 
0.0027146     0.365           13.195 
0.0027146     0.375           12.333 
0.0027146     0.385           11.622 
0.0027146     0.395           11.041 
0.0027146     0.405           10.573 
0.0027146     0.415           10.199 
0.0027146     0.425            9.902 
0.0027146     0.435            9.666 
0.0027146     0.445            9.478 
0.0027146     0.455            9.324 
0.0027146     0.465            9.194 
0.0027146     0.475            9.080 
0.0027146     0.485            8.974 
0.0027146     0.495            8.871 
0.0027146     0.505            8.769 
0.0027146     0.515            8.668 
0.0027146     0.525            8.570 
0.0027146     0.535            8.478 
0.0027146     0.545            8.399 
0.0027146     0.555            8.341 
0.0027146     0.565            8.314 
0.0027146     0.575            8.330 
0.0027146     0.585            8.404 
0.0027146     0.595            8.550 
0.0027146     0.605            8.785 
0.0027146     0.615            9.128 
0.0027146     0.625            9.597 
0.0027146     0.635           10.211 
0.0027146     0.645           10.991 
0.0027146     0.655           11.957 
0.0027146     0.665           13.130 
0.0027146     0.675           14.530 
0.0027146     0.685           16.175 
0.0027146     0.695           18.087 
0.0027146     0.705           20.282 
0.0027146     0.715           22.777 
0.0027146     0.725           25.590 
0.0027146     0.735           28.733 
0.0027146     0.745           32.221 
0.0027506     0.245           43.265 
0.0027506     0.255           39.199 
0.0027506     0.265           35.483 
0.0027506     0.275           32.107 
0.0027506     0.285           29.058 
0.0027506     0.295           26.324 
0.0027506     0.305           23.889 
0.0027506     0.315           21.738 
0.0027506     0.325           19.851 
0.0027506     0.335           18.212 
0.0027506     0.345           16.801 
0.0027506     0.355           15.599 
0.0027506     0.365           14.585 
0.0027506     0.375           13.739 
0.0027506     0.385           13.042 
0.0027506     0.395           12.475 
0.0027506     0.405           12.017 
0.0027506     0.415           11.652 
0.0027506     0.425           11.362 
0.0027506     0.435           11.132 
0.0027506     0.445           10.947 
0.0027506     0.455           10.795 
0.0027506     0.465           10.665 
0.0027506     0.475           10.548 
0.0027506     0.485           10.437 
0.0027506     0.495           10.328 
0.0027506     0.505           10.218 
0.0027506     0.515           10.107 
0.0027506     0.525            9.996 
0.0027506     0.535            9.890 
0.0027506     0.545            9.794 
0.0027506     0.555            9.718 
0.0027506     0.565            9.671 
0.0027506     0.575            9.665 
0.0027506     0.585            9.715 
0.0027506     0.595            9.835 
0.0027506     0.605           10.043 
0.0027506     0.615           10.356 
0.0027506     0.625           10.793 
0.0027506     0.635           11.375 
0.0027506     0.645           12.120 
0.0027506     0.655           13.050 
0.0027506     0.665           14.185 
0.0027506     0.675           15.546 
0.0027506     0.685           17.151 
0.0027506     0.695           19.020 
0.0027506     0.705           21.172 
0.0027506     0.715           23.624 
0.0027506     0.725           26.391 
0.0027506     0.735           29.488 
0.0027506     0.745           32.929 
0.0027866     0.245           44.407 
0.0027866     0.255           40.377 
0.0027866     0.265           36.695 
0.0027866     0.275           33.351 
0.0027866     0.285           30.335 
0.0027866     0.295           27.631 
0.0027866     0.305           25.224 
0.0027866     0.315           23.099 
0.0027866     0.325           21.239 
0.0027866     0.335           19.623 
0.0027866     0.345           18.234 
0.0027866     0.355           17.053 
0.0027866     0.365           16.057 
0.0027866     0.375           15.229 
0.0027866     0.385           14.547 
0.0027866     0.395           13.993 
0.0027866     0.405           13.547 
0.0027866     0.415           13.191 
0.0027866     0.425           12.908 
0.0027866     0.435           12.684 
0.0027866     0.445           12.502 
0.0027866     0.455           12.352 
0.0027866     0.465           12.221 
0.0027866     0.475           12.102 
0.0027866     0.485           11.987 
0.0027866     0.495           11.871 
0.0027866     0.505           11.753 
0.0027866     0.515           11.631 
0.0027866     0.525           11.508 
0.0027866     0.535           11.387 
0.0027866     0.545           11.275 
0.0027866     0.555           11.180 
0.0027866     0.565           11.113 
0.0027866     0.575           11.085 
0.0027866     0.585           11.110 
0.0027866     0.595           11.204 
0.0027866     0.605           11.383 
0.0027866     0.615           11.666 
0.0027866     0.625           12.072 
0.0027866     0.635           12.620 
0.0027866     0.645           13.330 
0.0027866     0.655           14.223 
0.0027866     0.665           15.319 
0.0027866     0.675           16.639 
0.0027866     0.685           18.202 
0.0027866     0.695           20.029 
0.0027866     0.705           22.136 
0.0027866     0.715           24.542 
0.0027866     0.725           27.262 
0.0027866     0.735           30.311 
0.0027866     0.745           33.702 
0.0028226     0.245           45.615 
0.0028226     0.255           41.621 
0.0028226     0.265           37.975 
0.0028226     0.275           34.666 
0.0028226     0.285           31.682 
0.0028226     0.295           29.010 
0.0028226     0.305           26.633 
0.0028226     0.315           24.536 
0.0028226     0.325           22.702 
0.0028226     0.335           21.112 
0.0028226     0.345           19.746 
0.0028226     0.355           18.585 
0.0028226     0.365           17.609 
0.0028226     0.375           16.798 
0.0028226     0.385           16.132 
0.0028226     0.395           15.591 
0.0028226     0.405           15.157 
0.0028226     0.415           14.811 
0.0028226     0.425           14.536 
0.0028226     0.435           14.317 
0.0028226     0.445           14.139 
0.0028226     0.455           13.991 
0.0028226     0.465           13.860 
0.0028226     0.475           13.738 
0.0028226     0.485           13.619 
0.0028226     0.495           13.497 
0.0028226     0.505           13.370 
0.0028226     0.515           13.237 
0.0028226     0.525           13.101 
0.0028226     0.535           12.966 
0.0028226     0.545           12.837 
0.0028226     0.555           12.724 
0.0028226     0.565           12.636 
0.0028226     0.575           12.585 
0.0028226     0.585           12.585 
0.0028226     0.595           12.653 
0.0028226     0.605           12.803 
0.0028226     0.615           13.056 
0.0028226     0.625           13.429 
0.0028226     0.635           13.942 
0.0028226     0.645           14.616 
0.0028226     0.655           15.471 
0.0028226     0.665           16.528 
0.0028226     0.675           17.806 
0.0028226     0.685           19.327 
0.0028226     0.695           21.109 
0.0028226     0.705           23.170 
0.0028226     0.715           25.528 
0.0028226     0.725           28.200 
0.0028226     0.735           31.199 
0.0028226     0.745           34.540 
0.0028586     0.245           46.883 
0.0028586     0.255           42.929 
0.0028586     0.265           39.320 
0.0028586     0.275           36.047 
0.0028586     0.285           33.097 
0.0028586     0.295           30.457 
0.0028586     0.305           28.111 
0.0028586     0.315           26.044 
0.0028586     0.325           24.237 
0.0028586     0.335           22.672 
0.0028586     0.345           21.330 
0.0028586     0.355           20.191 
0.0028586     0.365           19.235 
0.0028586     0.375           18.442 
0.0028586     0.385           17.792 
0.0028586     0.395           17.265 
0.0028586     0.405           16.843 
0.0028586     0.415           16.507 
0.0028586     0.425           16.240 
0.0028586     0.435           16.027 
0.0028586     0.445           15.853 
0.0028586     0.455           15.706 
0.0028586     0.465           15.575 
0.0028586     0.475           15.451 
0.0028586     0.485           15.327 
0.0028586     0.495           15.199 
0.0028586     0.505           15.063 
0.0028586     0.515           14.920 
0.0028586     0.525           14.772 
0.0028586     0.535           14.622 
0.0028586     0.545           14.476 
0.0028586     0.555           14.344 
0.0028586     0.565           14.235 
0.0028586     0.575           14.161 
0.0028586     0.585           14.137 
0.0028586     0.595           14.177 
0.0028586     0.605           14.299 
0.0028586     0.615           14.520 
0.0028586     0.625           14.860 
0.0028586     0.635           15.338 
0.0028586     0.645           15.975 
0.0028586     0.655           16.791 
0.0028586     0.665           17.808 
0.0028586     0.675           19.044 
0.0028586     0.685           20.520 
0.0028586     0.695           22.256 
0.0028586     0.705           24.271 
0.0028586     0.715           26.580 
0.0028586     0.725           29.202 
0.0028586     0.735           32.149 
0.0028586     0.745           35.437 
0.0028946     0.245           48.208 
0.0028946     0.255           44.293 
0.0028946     0.265           40.723 
0.0028946     0.275           37.487 
0.0028946     0.285           34.572 
0.0028946     0.295           31.966 
0.0028946     0.305           29.652 
0.0028946     0.315           27.615 
0.0028946     0.325           25.836 
0.0028946     0.335           24.298 
0.0028946     0.345           22.980 
0.0028946     0.355           21.864 
0.0028946     0.365           20.929 
0.0028946     0.375           20.154 
0.0028946     0.385           19.520 
0.0028946     0.395           19.008 
0.0028946     0.405           18.598 
0.0028946     0.415           18.272 
0.0028946     0.425           18.014 
0.0028946     0.435           17.807 
0.0028946     0.445           17.637 
0.0028946     0.455           17.492 
0.0028946     0.465           17.360 
0.0028946     0.475           17.234 
0.0028946     0.485           17.106 
0.0028946     0.495           16.971 
0.0028946     0.505           16.827 
0.0028946     0.515           16.674 
0.0028946     0.525           16.512 
0.0028946     0.535           16.347 
0.0028946     0.545           16.185 
0.0028946     0.555           16.034 
0.0028946     0.565           15.903 
0.0028946     0.575           15.806 
0.0028946     0.585           15.756 
0.0028946     0.595           15.769 
0.0028946     0.605           15.862 
0.0028946     0.615           16.051 
0.0028946     0.625           16.358 
0.0028946     0.635           16.801 
0.0028946     0.645           17.400 
0.0028946     0.655           18.177 
0.0028946     0.665           19.151 
0.0028946     0.675           20.344 
0.0028946     0.685           21.776 
0.0028946     0.695           23.465 
0.0028946     0.705           25.431 
0.0028946     0.715           27.691 
0.0028946     0.725           30.260 
0.0028946     0.735           33.155 
0.0028946     0.745           36.389 
0.0029306     0.245           49.584 
0.0029306     0.255           45.710 
0.0029306     0.265           42.180 
0.0029306     0.275           38.982 
0.0029306     0.285           36.104 
0.0029306     0.295           33.533 
0.0029306     0.305           31.252 
0.0029306     0.315           29.245 
0.0029306     0.325           27.496 
0.0029306     0.335           25.984 
0.0029306     0.345           24.692 
0.0029306     0.355           23.598 
0.0029306     0.365           22.684 
0.0029306     0.375           21.928 
0.0029306     0.385           21.312 
0.0029306     0.395           20.814 
0.0029306     0.405           20.417 
0.0029306     0.415           20.101 
0.0029306     0.425           19.851 
0.0029306     0.435           19.650 
0.0029306     0.445           19.485 
0.0029306     0.455           19.342 
0.0029306     0.465           19.210 
0.0029306     0.475           19.082 
0.0029306     0.485           18.949 
0.0029306     0.495           18.808 
0.0029306     0.505           18.655 
0.0029306     0.515           18.491 
0.0029306     0.525           18.317 
0.0029306     0.535           18.137 
0.0029306     0.545           17.958 
0.0029306     0.555           17.787 
0.0029306     0.565           17.635 
0.0029306     0.575           17.515 
0.0029306     0.585           17.439 
0.0029306     0.595           17.424 
0.0029306     0.605           17.487 
0.0029306     0.615           17.644 
0.0029306     0.625           17.917 
0.0029306     0.635           18.323 
0.0029306     0.645           18.884 
0.0029306     0.655           19.621 
0.0029306     0.665           20.553 
0.0029306     0.675           21.702 
0.0029306     0.685           23.087 
0.0029306     0.695           24.729 
0.0029306     0.705           26.645 
0.0029306     0.715           28.853 
0.0029306     0.725           31.370 
0.0029306     0.735           34.210 
0.0029306     0.745           37.387 
0.0029666     0.245           51.010 
0.0029666     0.255           47.179 
0.0029666     0.265           43.690 
0.0029666     0.275           40.531 
0.0029666     0.285           37.691 
0.0029666     0.295           35.155 
0.0029666     0.305           32.908 
0.0029666     0.315           30.933 
0.0029666     0.325           29.214 
0.0029666     0.335           27.730 
0.0029666     0.345           26.463 
0.0029666     0.355           25.393 
0.0029666     0.365           24.500 
0.0029666     0.375           23.764 
0.0029666     0.385           23.164 
0.0029666     0.395           22.682 
0.0029666     0.405           22.297 
0.0029666     0.415           21.993 
0.0029666     0.425           21.751 
0.0029666     0.435           21.557 
0.0029666     0.445           21.396 
0.0029666     0.455           21.255 
0.0029666     0.465           21.123 
0.0029666     0.475           20.993 
0.0029666     0.485           20.856 
0.0029666     0.495           20.708 
0.0029666     0.505           20.547 
0.0029666     0.515           20.371 
0.0029666     0.525           20.184 
0.0029666     0.535           19.989 
0.0029666     0.545           19.792 
0.0029666     0.555           19.602 
0.0029666     0.565           19.429 
0.0029666     0.575           19.284 
0.0029666     0.585           19.183 
0.0029666     0.595           19.139 
0.0029666     0.605           19.171 
0.0029666     0.615           19.296 
0.0029666     0.625           19.534 
0.0029666     0.635           19.903 
0.0029666     0.645           20.425 
0.0029666     0.655           21.120 
0.0029666     0.665           22.010 
0.0029666     0.675           23.113 
0.0029666     0.685           24.451 
0.0029666     0.695           26.044 
0.0029666     0.705           27.909 
0.0029666     0.715           30.064 
0.0029666     0.725           32.527 
0.0029666     0.735           35.311 
0.0029666     0.745           38.431 
0.0030026     0.245           52.489 
0.0030026     0.255           48.702 
0.0030026     0.265           45.255 
0.0030026     0.275           42.137 
0.0030026     0.285           39.335 
0.0030026     0.295           36.836 
0.0030026     0.305           34.624 
0.0030026     0.315           32.682 
0.0030026     0.325           30.992 
0.0030026     0.335           29.537 
0.0030026     0.345           28.297 
0.0030026     0.355           27.251 
0.0030026     0.365           26.380 
0.0030026     0.375           25.664 
0.0030026     0.385           25.082 
0.0030026     0.395           24.615 
0.0030026     0.405           24.244 
